id,version,split,source_dataset,source_platform,source_video_id,source_url,video_available_at_release,availability_checked_utc,clip_start_sec,clip_end_sec,clip_duration_sec,temporal_certificate_start_sec,temporal_certificate_end_sec,temporal_certificate_duration_sec,raw_clip_range,raw_temporal_certificate,question_text,question_type,choice_a,choice_b,choice_c,choice_d,choice_e,min_fps,min_required_frames_for_certificate,native_fps,task_category,visual_domain,visual_domain_fine,visual_subdomain,source_video_category,original_row_id
fpsbench_000056,1.0.0,test,youtube8m,youtube,fIUgqCqmrIE,https://www.youtube.com/watch?v=fIUgqCqmrIE,,,63.0,74.0,11.0,63.0,74.0,11.0,1:03-1:14,1:03-1:14,What was the correct sequence of actions taken by the team wearing blue?,action_order,"The blue team receives a backward pass, and passes the ball around before charging forward. They are immediately tackled by the opposing team for a short gain.","The blue team inbounds the ball, then passes it backwards three times. They attempt to run forward, but are quickly tackled.","The blue team passes the ball backwards, then runs forward. They complete one pass then eventually make it through the scrum, and pass it off a few times before being tackled.","The blue team throws the ball in, catches it and passes it backwards. After a few more passes, a player makes it through and passes it off to a teammate who is finally tackled.",None of the above,5,55,,action_order,Sports & Fitness,Sports & Fitness,Team Sports,Rugby football,56
fpsbench_000057,1.0.0,test,youtube8m,youtube,zPF2qDw45k4,https://www.youtube.com/watch?v=zPF2qDw45k4,,,35.0,46.0,11.0,36.0,46.0,10.0,0:35-0:46,0:36-0:46,What best describes the quarterback's actions?,action_order,"He receives the snap, then fakes the handoff to the running back. He takes a three-step drop, looking for a pass, then tucks the ball and runs. He breaks one tackle, then an another, and makes it into the open field, where he jukes left and eventually runs out of bounds.","He receives the snap, then fakes the handoff to the running back. He then tucks the ball and runs. He breaks one tackle, then an another, and makes it into the open field, where he jukes left and eventually runs out of bounds.","He receives the snap, then fakes the handoff to the running back. He takes a three-step drop, looking for a pass, then tucks the ball and runs. He breaks a tackle and makes it into the open field, where he jukes left and eventually runs out of bounds.","He receives the snap, then takes a three-step drop, looking for a pass. He then tucks the ball and runs. He breaks a tackle and makes it into the open field, where he jukes left and eventually runs out of bounds.",None of the above,4,40,,action_order,Sports & Fitness,Sports & Fitness,Team Sports,American football,57
fpsbench_000058,1.0.0,test,youtube8m,youtube,eHz_5du9_3k,https://www.youtube.com/watch?v=eHz_5du9_3k,,,42.0,46.0,4.0,42.0,46.0,4.0,0:42-0:46,0:42-0:46,How many cars overtake the dashcam car?,repetitive_motion,9,10,11,12,None of the above,23,92,,repetitive_motion,Vehicles,Vehicles,Ground Vehicles,Dashcam,58
fpsbench_000059,1.0.0,test,youtube8m,youtube,Ge704NtN6h8,https://www.youtube.com/watch?v=Ge704NtN6h8,,,80.0,92.0,12.0,80.0,92.0,12.0,1:20-1:32,1:20-1:32,How many times does the robot rotate the bottle cap?,repetitive_motion,7,8,9,10,None of the above,4,48,,repetitive_motion,Miscellaneous,Technology & Infrastructure,Tech & Electronics,Robot,59
fpsbench_000060,1.0.0,test,youtube8m,youtube,y7WRBOxKexc,https://www.youtube.com/watch?v=y7WRBOxKexc,,,29.0,42.0,13.0,29.0,42.0,13.0,0:29-0:42,0:29-0:42,How many times does the ballet dancer rotate?,repetitive_motion,5,6,7,8,None of the above,7,91,,repetitive_motion,Media & Entertainment,Media & Entertainment,Performing Arts,Ballet,60
fpsbench_000061,1.0.0,test,youtube8m,youtube,-8NMM8ozyFM,https://www.youtube.com/watch?v=-8NMM8ozyFM,,,213.0,220.0,7.0,213.0,220.0,7.0,3:33-3:40,3:33-3:40,How many times does he throw the bottle with his right hand?,repetitive_motion,3,5,6,7,None of the above,5,35,,repetitive_motion,Media & Entertainment,Media & Entertainment,Performing Arts,Juggling,61
fpsbench_000062,1.0.0,test,youtube8m,youtube,c-lqzCU9He8,https://www.youtube.com/watch?v=c-lqzCU9He8,,,70.0,78.0,8.0,73.0,75.0,2.0,1:10-1:18,1:13-1:15,What is the outcome of the swing?,blink_and_miss,He misses the ball,"He strikes the ball, and it flies to the right of the video","He strikes the ball, and it flies to the left of the video","He strikes the ball, and it flies towards the camera",None of the above,15,30,,blink_and_miss,Sports & Fitness,Sports & Fitness,Team Sports,Cricket,62
fpsbench_000063,1.0.0,test,youtube8m,youtube,7oh_sktS3mw,https://www.youtube.com/watch?v=7oh_sktS3mw,,,22.0,26.0,4.0,24.0,26.0,2.0,0:22-0:26,0:24-0:26,What is the outcome of the swing?,blink_and_miss,He misses the ball,"He strikes the ball, and it flies to the right of the video","He strikes the ball, and it flies to the left of the video","He strikes the ball, and it flies towards the camera",None of the above,5,10,,blink_and_miss,Sports & Fitness,Sports & Fitness,Team Sports,Cricket,63
fpsbench_000064,1.0.0,test,youtube8m,youtube,YvbkW-krbc8,https://www.youtube.com/watch?v=YvbkW-krbc8,,,48.0,55.0,7.0,48.0,55.0,7.0,0:48-0:55,0:48-0:55,How many times did he hit the hammer?,repetitive_motion,3,4,5,6,None of the above,7,49,,repetitive_motion,Miscellaneous,Technology & Infrastructure,"Tools, Home & Science",Hammer,64
fpsbench_000065,1.0.0,test,youtube8m,youtube,EsnROwdyM_E,https://www.youtube.com/watch?v=EsnROwdyM_E,,,8.0,16.0,8.0,8.0,16.0,8.0,0:08-0:16,0:08-0:16,The ball touches which of these items before falling into the glass of water and how many times?,fine_grained_motion,"once on a bar stool, once on the table, once on the ramp","once on a bar stool, once on the table, once on the ramp, once on the couch","once on a bar stool, once on the table, once on the couch","once on one bar stool, once on the other bar stool, once on the table, once on the ramp",None of the above,6,48,,fine_grained_motion,Miscellaneous,Lifestyle,Food & Drink,Beer,65
fpsbench_000066,1.0.0,test,youtube8m,youtube,7oh_sktS3mw,https://www.youtube.com/watch?v=7oh_sktS3mw,,,27.0,37.0,10.0,31.0,34.0,3.0,0:27-0:37,0:31-0:34,What is the outcome of the swing?,blink_and_miss,"He strikes the ball, and it flies to the top of the video","He strikes the ball, and it flies to the right of the video","He strikes the ball, and it flies to the left of the video","He strikes the ball, and it flies towards the camera",None of the above,7,21,,blink_and_miss,Sports & Fitness,Sports & Fitness,Team Sports,Cricket,66
fpsbench_000067,1.0.0,test,youtube8m,youtube,7oh_sktS3mw,https://www.youtube.com/watch?v=7oh_sktS3mw,,,36.0,42.0,6.0,39.0,42.0,3.0,0:36-0:42,0:39-0:42,What is the outcome of the swing?,blink_and_miss,He misses the ball,"He strikes the ball, and it flies to the right of the video","He strikes the ball, and it flies to the left of the video","He strikes the ball, and it flies towards the camera",None of the above,7,21,,blink_and_miss,Sports & Fitness,Sports & Fitness,Team Sports,Cricket,67
fpsbench_000068,1.0.0,test,youtube8m,youtube,i6SNvdQOfdg,https://www.youtube.com/watch?v=i6SNvdQOfdg,,,79.0,88.0,9.0,79.0,88.0,9.0,1:19-1:28,1:19-1:28,How many times did he hit the cymbal?,instance_count,4,8,9,10,None of the above,14,126,,instance_count,Media & Entertainment,Media & Entertainment,Music,Drum,68
fpsbench_000069,1.0.0,test,youtube8m,youtube,7oh_sktS3mw,https://www.youtube.com/watch?v=7oh_sktS3mw,,,47.0,52.0,5.0,50.0,52.0,2.0,0:47-0:52,0:50-0:52,What is the outcome of the swing?,blink_and_miss,"He strikes the ball, and it flies to the top of the video","He strikes the ball, and it flies to the right of the video","He strikes the ball, and it flies to the left of the video","He strikes the ball, and it flies towards the camera",None of the above,7,14,,blink_and_miss,Sports & Fitness,Sports & Fitness,Team Sports,Cricket,69
fpsbench_000070,1.0.0,test,youtube8m,youtube,9nz2K0NnS_w,https://www.youtube.com/watch?v=9nz2K0NnS_w,,,75.0,81.0,6.0,79.0,81.0,2.0,1:15-1:21,1:19-1:21,What is the outcome of the swing?,blink_and_miss,"He strikes the ball, and it flies to the top of the video","He strikes the ball, and it flies to the right of the video","He strikes the ball, and it flies to the left of the video","He strikes the ball, and it flies towards the camera",None of the above,5,10,,blink_and_miss,Sports & Fitness,Sports & Fitness,Team Sports,Cricket,70
fpsbench_000071,1.0.0,test,youtube8m,youtube,zb0E-UUlRXM,https://www.youtube.com/watch?v=zb0E-UUlRXM,,,105.0,115.0,10.0,111.0,113.0,2.0,1:45-1:55,1:51-1:53,"Does the singer on the left point, if so, what direction",fine_grained_motion,He does not ever point,He points at the crowd,He points up,He points down,None of the above,7,14,,fine_grained_motion,Media & Entertainment,Media & Entertainment,Music,Musician,71
fpsbench_000072,1.0.0,test,youtube8m,youtube,zb0E-UUlRXM,https://www.youtube.com/watch?v=zb0E-UUlRXM,,,138.0,148.0,10.0,145.0,147.0,2.0,2:18-2:28,2:25-2:27,What does the main singer in frame do with his left hand?,fine_grained_motion,He does a small wave,he points at himself,he pumps his fist,He does nothing with his left hand,None of the above,5,10,,fine_grained_motion,Media & Entertainment,Media & Entertainment,Music,Musician,72
fpsbench_000073,1.0.0,test,youtube8m,youtube,F1MYT8xPVno,https://www.youtube.com/watch?v=F1MYT8xPVno,,,48.0,51.0,3.0,48.0,51.0,3.0,0:48-0:51,0:48-0:51,What is the outcome of the swing?,blink_and_miss,"He strikes the ball, and it flies to the top of the video","He strikes the ball, and it flies to the right of the video","He strikes the ball, and it flies to the left of the video","He strikes the ball, and it flies towards the camera",None of the above,9,27,,blink_and_miss,Sports & Fitness,Sports & Fitness,Team Sports,Cricket,73
fpsbench_000074,1.0.0,test,youtube8m,youtube,6aFKVMybnPs,https://www.youtube.com/watch?v=6aFKVMybnPs,,,18.0,25.0,7.0,20.0,22.0,2.0,0:18-0:25,0:20-0:22,"Is there a camera flash at some point in the video? If so, does it distract the conductor?",blink_and_miss,There is no camera flash,"There is a camera flash, the conductor does not react","There is a camera flash, the conductor reacts to it",There is no conductor,None of the above,14,28,,blink_and_miss,Media & Entertainment,Media & Entertainment,Music,Musician,74
fpsbench_000075,1.0.0,test,youtube8m,youtube,6aFKVMybnPs,https://www.youtube.com/watch?v=6aFKVMybnPs,,,45.0,55.0,10.0,50.0,52.0,2.0,0:45-0:55,0:50-0:52,How is the conductor's left hand best described when he raises it with his palm up?,fine_grained_motion,It is steady,His hand moves slowly,His hand trembles,He does not raise his hand,None of the above,14,28,,fine_grained_motion,Media & Entertainment,Media & Entertainment,Music,Musician,75
fpsbench_000076,1.0.0,test,youtube8m,youtube,7zLPeWeKux0,https://www.youtube.com/watch?v=7zLPeWeKux0,,,70.0,86.0,16.0,75.0,77.0,2.0,1:10-1:26,1:15-1:17,What does the goalie use to block the first shot?,fine_grained_motion,His torso,His head,His legs / feet,His hands,None of the above,7,14,,fine_grained_motion,Sports & Fitness,Sports & Fitness,Team Sports,Football,76
fpsbench_000077,1.0.0,test,youtube8m,youtube,Nz2WdS880SE,https://www.youtube.com/watch?v=Nz2WdS880SE,,,64.0,75.0,11.0,64.0,66.0,2.0,1:04-1:15,1:04-1:06,What does the goalie use to block the first shot?,fine_grained_motion,His torso,His head,His legs / feet,His hands,None of the above,14,28,,fine_grained_motion,Sports & Fitness,Sports & Fitness,Team Sports,Football,77
fpsbench_000078,1.0.0,test,youtube8m,youtube,WmI469YaS44,https://www.youtube.com/watch?v=WmI469YaS44,,,9.0,25.0,16.0,12.0,14.0,2.0,0:09-0:25,0:12-0:14,How does the player score?,fine_grained_motion,He does not score,He scores with his chest,He scores with his feet,He scores with his head,None of the above,9,18,,fine_grained_motion,Sports & Fitness,Sports & Fitness,Team Sports,Football,78
fpsbench_000079,1.0.0,test,youtube8m,youtube,WmI469YaS44,https://www.youtube.com/watch?v=WmI469YaS44,,,120.0,135.0,15.0,120.0,135.0,15.0,2:00-2:15,2:00-2:15,Which of the following actions is not done by the person holding the yellow and orange flag?,fine_grained_motion,Gesture at something with his thumb,Shrug his shoulders,Shake his head,Speak to someone,None of the above,7,105,,fine_grained_motion,Sports & Fitness,Sports & Fitness,Team Sports,Football,79
fpsbench_000080,1.0.0,test,youtube8m,youtube,F1MYT8xPVno,https://www.youtube.com/watch?v=F1MYT8xPVno,,,57.0,61.0,4.0,58.0,61.0,3.0,0:57-1:01,0:58-1:01,What is the outcome of the swing?,blink_and_miss,"He strikes the ball, and it flies to the top of the video","He strikes the ball, and it flies to the right of the video","He strikes the ball, and it flies to the left of the video","He strikes the ball, and it flies towards the camera",None of the above,15,45,,blink_and_miss,Sports & Fitness,Sports & Fitness,Team Sports,Cricket,80
fpsbench_000081,1.0.0,test,youtube8m,youtube,7eBKiAm-wMQ,https://www.youtube.com/watch?v=7eBKiAm-wMQ,,,80.0,90.0,10.0,86.0,88.0,2.0,1:20-1:30,1:26-1:28,"How many fingers does the man raise, if any?",fine_grained_motion,He does not raise any fingers,1,2,3,None of the above,7,14,,fine_grained_motion,Miscellaneous,Technology & Infrastructure,Tech & Electronics,Personal computer,81
fpsbench_000082,1.0.0,test,youtube8m,youtube,F1MYT8xPVno,https://www.youtube.com/watch?v=F1MYT8xPVno,,,61.0,66.0,5.0,62.0,65.0,3.0,1:01-1:06,1:02-1:05,What is the outcome of the swing?,blink_and_miss,He misses the ball,"He strikes the ball, and it flies to the right of the video","He strikes the ball, and it flies to the left of the video","He strikes the ball, and it flies towards the camera",None of the above,6,18,,blink_and_miss,Sports & Fitness,Sports & Fitness,Team Sports,Cricket,82
fpsbench_000083,1.0.0,test,youtube8m,youtube,nwaRacliuAY,https://www.youtube.com/watch?v=nwaRacliuAY,,,15.0,26.0,11.0,18.0,20.0,2.0,0:15-0:26,0:18-0:20,"Other than at the viewer and at the computer, what other direction does the man glance?",fine_grained_motion,He does not glance anywhere else,He looks at something to the left of the screen,He looks at something to the right of the screen,He looks up,None of the above,5,10,,fine_grained_motion,Miscellaneous,Technology & Infrastructure,Tech & Electronics,Personal computer,83
fpsbench_000084,1.0.0,test,youtube8m,youtube,4hNy4R7T4LQ,https://www.youtube.com/watch?v=4hNy4R7T4LQ,,,76.0,86.0,10.0,77.0,80.0,3.0,1:16-1:26,1:17-1:20,The ball touches which of these items before falling into the glass of water and how many times?,fine_grained_motion,"once on the door, once on the wall, once on the floor","once on the door, twice on the wall, once on the floor","twice on the door, once on the wall, once on the floor","twice on the door, once on the wall, twice on the floor",None of the above,4,12,,fine_grained_motion,Sports & Fitness,Sports & Fitness,Individual Sports,Pool,84
fpsbench_000085,1.0.0,test,youtube8m,youtube,F1MYT8xPVno,https://www.youtube.com/watch?v=F1MYT8xPVno,,,73.0,75.0,2.0,73.0,75.0,2.0,1:13-1:15,1:13-1:15,What is the outcome of the swing?,blink_and_miss,He misses the ball,"He strikes the ball, and it flies to the right of the video","He strikes the ball, and it flies to the left of the video","He strikes the ball, and it flies towards the camera",None of the above,5,10,,blink_and_miss,Sports & Fitness,Sports & Fitness,Team Sports,Cricket,85
fpsbench_000086,1.0.0,test,youtube8m,youtube,vP_ueKMdn9E,https://www.youtube.com/watch?v=vP_ueKMdn9E,,,35.0,40.0,5.0,36.0,39.0,3.0,0:35-0:40,0:36-0:39,What is the outcome of the swing?,blink_and_miss,He misses the ball,"He strikes the ball, and it flies to the right of the video","He strikes the ball, and it flies to the left of the video","He strikes the ball, and it flies towards the camera",None of the above,6,18,,blink_and_miss,Sports & Fitness,Sports & Fitness,Team Sports,Cricket,86
fpsbench_000087,1.0.0,test,youtube8m,youtube,vP_ueKMdn9E,https://www.youtube.com/watch?v=vP_ueKMdn9E,,,93.0,96.0,3.0,93.0,96.0,3.0,1:33-1:36,1:33-1:36,What is the outcome of the swing?,blink_and_miss,"He strikes the ball, and it flies to the top of the video","He strikes the ball, and it flies to the right of the video","He strikes the ball, and it flies to the left of the video","He strikes the ball, and it flies towards the camera",None of the above,6,18,,blink_and_miss,Sports & Fitness,Sports & Fitness,Team Sports,Cricket,87
fpsbench_000088,1.0.0,test,youtube8m,youtube,4KvNvdBgPEY,https://www.youtube.com/watch?v=4KvNvdBgPEY,,,5.0,22.0,17.0,18.0,20.0,2.0,0:05-0:22,0:18-0:20,What does the man point at using his index finger?,fine_grained_motion,At the car,At the sky,At the viewer,He does not point at anything,None of the above,7,14,,fine_grained_motion,Vehicles,Vehicles,Ground Vehicles,Car,88
fpsbench_000089,1.0.0,test,youtube8m,youtube,H50e7FgcsQE,https://www.youtube.com/watch?v=H50e7FgcsQE,,,25.0,32.0,7.0,26.0,32.0,6.0,0:25-0:32,0:26-0:32,How many times does the woman spin?,repetitive_motion,5,6,7,8,None of the above,5,30,,repetitive_motion,Media & Entertainment,Media & Entertainment,Performing Arts,Ballet,89
